unique_id,record_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,notes,source_id,source_page,date_entered,entered_by,verified,crosswalk_note,,
CDC-000120,120,2024,HHS,CDC,Environmental Health,Environmental Health Activities,Environmental Health Capacity,,Congressional Justification,Request,sub_program_2_level,174.6,Discretionary,Active,Subcomponent,,S002,225,2026-03-08,YG,No,,,
CDC-000121,121,2024,HHS,CDC,Environmental Health,Environmental Health Activities,Trevor's Law,,Congressional Justification,Request,sub_program_2_level,3,Discretionary,Active,Subcomponent,,S002,225,2026-03-08,YG,No,,,
CDC-000122,122,2024,HHS,CDC,Environmental Health,Environmental Health Laboratory,Newborn Screening Quality Assurance Program,,Congressional Justification,Request,sub_program_2_level,21,Discretionary,Active,Non-add,,S002,225,2026-03-08,YG,No,,,
CDC-000123,123,2024,HHS,CDC,Environmental Health,Environmental Health Laboratory,Newborn Screening for Severe Combined Immunodeficiency Diseases,,Congressional Justification,Request,sub_program_2_level,1.25,Discretionary,Active,Non-add,,S002,225,2026-03-08,YG,No,,,
CDC-000124,124,2024,HHS,CDC,Injury Prevention and Control,,,,Congressional Justification,Request,program_level,1351.669,Discretionary,Active,No,,S002,251,2026-03-08,YG,No,,,
CDC-000125,125,2024,HHS,CDC,Injury Prevention and Control,,,,Congressional Justification,Request,program_level,1351.669,Total,Active,No,,S002,251,2026-03-08,YG,No,,,
CDC-000126,126,2024,HHS,CDC,Injury Prevention and Control,Firearm Injury and Mortality Prevention Research,,,Congressional Justification,Request,sub_program_level,35,Discretionary,Active,No,,S002,251,2026-03-08,YG,No,,,
CDC-000127,127,2024,HHS,CDC,Injury Prevention and Control,Injury Control Research Centers,,,Congressional Justification,Request,sub_program_level,11,Discretionary,Active,No,,S002,251,2026-03-08,YG,No,,,
CDC-000128,128,2024,HHS,CDC,Injury Prevention and Control,Injury Prevention Activities,,,Congressional Justification,Request,sub_program_level,29.95,Discretionary,Active,No,,S002,251,2026-03-08,YG,No,,,
CDC-000129,129,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,,,Congressional Justification,Request,sub_program_level,514.55,Discretionary,Active,No,,S002,251,2026-03-08,YG,No,,,
CDC-000130,130,2024,HHS,CDC,Injury Prevention and Control,National Violent Death Reporting System (NVDRS),,,Congressional Justification,Request,sub_program_level,34.5,Discretionary,Active,No,,S002,251,2026-03-08,YG,No,,,
CDC-000131,131,2024,HHS,CDC,Injury Prevention and Control,Opioid Abuse and Overdose Prevention and Surveillance,,,Congressional Justification,Request,sub_program_level,713.369,Discretionary,Active,No,,S002,251,2026-03-08,YG,No,,,
CDC-000132,132,2024,HHS,CDC,Injury Prevention and Control,Unintentional Injury,,,Congressional Justification,Request,sub_program_level,13.3,Discretionary,Active,No,,S002,251,2026-03-08,YG,No,,,
CDC-000133,133,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Adverse Childhood Experiences (ACEs),,Congressional Justification,Request,sub_program_2_level,15,Discretionary,Active,Subcomponent,,S002,251,2026-03-08,YG,No,,,
CDC-000134,134,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Domestic Violence Community Projects,,Congressional Justification,Request,sub_program_2_level,10.5,Discretionary,Active,Subcomponent,,S002,251,2026-03-08,YG,No,,,
CDC-000135,135,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Domestic Violence and Sexual Violence,,Congressional Justification,Request,sub_program_2_level,39.2,Discretionary,Active,Subcomponent,,S002,,2026-03-25,YG,No,,,
CDC-000136,136,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Rape Prevention,,Congressional Justification,Request,sub_program_2_level,101.75,Discretionary,Active,Subcomponent,,S002,251,2026-03-08,YG,No,,,
CDC-000137,137,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Suicide Prevention,,Congressional Justification,Request,sub_program_2_level,80,Discretionary,Active,Subcomponent,,S002,251,2026-03-08,YG,No,,,
CDC-000138,138,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Youth and Community Violence Prevention,,Congressional Justification,Request,sub_program_2_level,268.1,Discretionary,Active,Subcomponent,,S002,251,2026-03-08,YG,No,,,
CDC-000139,139,2024,HHS,CDC,Injury Prevention and Control,Unintentional Injury,Drowning Prevention,,Congressional Justification,Request,sub_program_2_level,2,Discretionary,Active,Subcomponent,,S002,251,2026-03-08,YG,No,,,
CDC-000140,140,2024,HHS,CDC,Injury Prevention and Control,Unintentional Injury,Elderly Falls,,Congressional Justification,Request,sub_program_2_level,3.05,Discretionary,Active,Non-add,,S002,251,2026-03-08,YG,No,,,
CDC-000141,141,2024,HHS,CDC,Injury Prevention and Control,Unintentional Injury,Traumatic Brain Injury (TBI),,Congressional Justification,Request,sub_program_2_level,8.25,Discretionary,Active,Non-add,,S002,251,2026-03-08,YG,No,,,
CDC-000142,142,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Domestic Violence and Sexual Violence,Child Maltreatment,Congressional Justification,Request,sub_program_3_level,7.25,Discretionary,Active,Non-add,,S002,251,2026-03-08,YG,No,,,
CDC-000143,143,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Domestic Violence and Sexual Violence,Child Sexual Abuse Prevention,Congressional Justification,Request,sub_program_3_level,3,Discretionary,Active,Non-add,,S002,251,2026-03-08,YG,No,,,
CDC-000144,144,2024,HHS,CDC,Occupational Safety and Health,,,,Congressional Justification,Request,program_level,362.8,Discretionary,Active,No,,S002,279,2026-03-08,YG,No,,,
CDC-000145,145,2024,HHS,CDC,Occupational Safety and Health,,,,Congressional Justification,Request,program_level,362.8,Total,Active,No,,S002,279,2026-03-08,YG,No,,,
CDC-000146,146,2024,HHS,CDC,Occupational Safety and Health,Education and Research Centers,,,Congressional Justification,Request,sub_program_level,32,Discretionary,Active,No,,S002,279,2026-03-08,YG,No,,,
CDC-000147,147,2024,HHS,CDC,Occupational Safety and Health,Firefighter Cancer Registry,,,Congressional Justification,Request,sub_program_level,5.5,Discretionary,Active,No,,S002,279,2026-03-08,YG,No,,,
CDC-000148,148,2024,HHS,CDC,Occupational Safety and Health,Mining Research,,,Congressional Justification,Request,sub_program_level,66.5,Discretionary,Active,No,,S002,279,2026-03-08,YG,No,,,
CDC-000149,149,2024,HHS,CDC,Occupational Safety and Health,National Mesothelioma Registry and Tissue Bank,,,Congressional Justification,Request,sub_program_level,1.2,Discretionary,Active,No,,S002,279,2026-03-08,YG,No,,,
CDC-000150,150,2024,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda (NORA),,,Congressional Justification,Request,sub_program_level,119.5,Discretionary,Active,No,,S002,279,2026-03-08,YG,No,,,
CDC-000151,151,2024,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,,,Congressional Justification,Request,sub_program_level,115.1,Discretionary,Active,No,,S002,279,2026-03-08,YG,No,,,
CDC-000152,152,2024,HHS,CDC,Occupational Safety and Health,Personal Protective Technology,,,Congressional Justification,Request,sub_program_level,23,Discretionary,Active,No,,S002,279,2026-03-08,YG,No,,,
CDC-000153,153,2024,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda (NORA),"Agriculture, Forestry, Fishing (AgFF)",,Congressional Justification,Request,sub_program_2_level,29,Discretionary,Active,Non-add,,S002,279,2026-03-08,YG,No,,,
CDC-000154,154,2024,HHS,CDC,EEOICPA,,,,Congressional Justification,Request,program_level,50.763,Mandatory,Active,No,From APT. Post-sequester amount. | Under the oversight of the Occupational Safety and Health program. Mandatory funding — not included in discretionary CDC totals.,S002,35,2026-03-08,YG,No,,,
CDC-000155,155,2024,HHS,CDC,EEOICPA,,,,Congressional Justification,Request,program_level,50.763,Total,Active,No,Total equals Mandatory amount ($50.763M). Mandatory funding — not included in discretionary CDC totals.,S002,35,2026-03-19,YG,No,,,
CDC-000156,156,2024,HHS,CDC,World Trade Center Health Program,,,,Congressional Justification,Request,program_level,782.145,Mandatory,Active,No,From APT. Federal share estimated obligations only. | Under the oversight of the Occupational Safety and Health program. Mandatory funding — not included in discretionary CDC totals.,S002,35,2026-03-08,YG,No,,,
CDC-000157,157,2024,HHS,CDC,World Trade Center Health Program,,,,Congressional Justification,Request,program_level,782.145,Total,Active,No,Total equals Mandatory amount ($782.145M). Mandatory funding — not included in discretionary CDC totals.,S002,35,2026-03-19,YG,No,,,
CDC-000158,158,2024,HHS,CDC,Global Health,,,,Congressional Justification,Request,program_level,764.843,Discretionary,Active,No,,S002,295,2026-03-08,YG,No,,,
CDC-000159,159,2024,HHS,CDC,Global Health,,,,Congressional Justification,Request,program_level,764.843,Total,Active,No,,S002,295,2026-03-08,YG,No,,,
CDC-000160,160,2024,HHS,CDC,Global Health,Global HIV/AIDS Program,,,Congressional Justification,Request,sub_program_level,128.921,Discretionary,Active,No,,S002,295,2026-03-08,YG,No,,,
CDC-000161,161,2024,HHS,CDC,Global Health,Global Immunization Program,,,Congressional Justification,Request,sub_program_level,240,Discretionary,Active,No,,S002,295,2026-03-08,YG,No,,,
CDC-000162,162,2024,HHS,CDC,Global Health,Global Public Health Protection,,,Congressional Justification,Request,sub_program_level,353.2,Discretionary,Active,No,,S002,295,2026-03-08,YG,No,,,
CDC-000163,163,2024,HHS,CDC,Global Health,Global Tuberculosis,,,Congressional Justification,Request,sub_program_level,11.722,Discretionary,Active,No,,S002,295,2026-03-08,YG,No,,,
CDC-000164,164,2024,HHS,CDC,Global Health,Parasitic Diseases and Malaria,,,Congressional Justification,Request,sub_program_level,31,Discretionary,Active,No,,S002,295,2026-03-08,YG,No,,,
CDC-000165,165,2024,HHS,CDC,Global Health,Global Immunization Program,Measles and Other Vaccine Preventable Diseases,,Congressional Justification,Request,sub_program_2_level,60,Discretionary,Active,Subcomponent,,S002,295,2026-03-08,YG,No,,,
CDC-000166,166,2024,HHS,CDC,Global Health,Global Immunization Program,Polio Eradication,,Congressional Justification,Request,sub_program_2_level,180,Discretionary,Active,Subcomponent,,S002,295,2026-03-08,YG,No,,,
CDC-000167,167,2024,HHS,CDC,Global Health,Parasitic Diseases and Malaria,Soil Transmitted Helminth (STH),,Congressional Justification,Request,sub_program_2_level,1.5,Discretionary,Active,Non-add,,S002,295,2026-03-08,YG,No,,,
CDC-000168,168,2024,HHS,CDC,Public Health Preparedness and Response,,,,Congressional Justification,Request,program_level,943.2,Discretionary,Active,No,,S002,321,2026-03-08,YG,No,,,
CDC-000169,169,2024,HHS,CDC,Public Health Preparedness and Response,,,,Congressional Justification,Request,program_level,943.2,Total,Active,No,,S002,321,2026-03-08,YG,No,,,
CDC-000170,170,2024,HHS,CDC,Public Health Preparedness and Response,Public Health Preparedness and Response,,,Congressional Justification,Request,sub_program_level,943.2,Discretionary,Active,No,,S002,321,2026-03-08,YG,No,"Source document uses ""Domestic Preparedness"" as the PPA name. Standardized to ""Public Health Preparedness and Response"" for cross-source comparability. Congressional usage preferred.",,
CDC-000171,171,2024,HHS,CDC,Buildings and Facilities,,,,Congressional Justification,Request,program_level,55,Discretionary,Active,No,,S002,361,2026-03-08,YG,No,,,
CDC-000172,172,2024,HHS,CDC,Buildings and Facilities,,,,Congressional Justification,Request,program_level,55,Total,Active,No,,S002,361,2026-03-08,YG,No,,,
CDC-000173,173,2024,HHS,CDC,Buildings and Facilities,Buildings and Facilities,,,Congressional Justification,Request,sub_program_level,55,Discretionary,Active,No,,S002,361,2026-03-20,YG,No,,,
CDC-000174,174,2024,HHS,CDC,CDC-Wide Activities and Program Support,,,,Congressional Justification,Request,program_level,828.57,Discretionary,Active,No,,S002,343,2026-03-08,YG,No,,,
CDC-000175,175,2024,HHS,CDC,CDC-Wide Activities and Program Support,,,,Congressional Justification,Request,program_level,210,PPHF,Active,No,,S002,343,2026-03-08,YG,No,,,
CDC-000176,176,2024,HHS,CDC,CDC-Wide Activities and Program Support,,,,Congressional Justification,Request,program_level,1038.57,Total,Active,No,,S002,343,2026-03-08,YG,No,,,
CDC-000177,177,2024,HHS,CDC,CDC-Wide Activities and Program Support,Center for Forecasting and Outbreak Analytics,,,Congressional Justification,Request,sub_program_level,100,Total,Active,No,Total for Center for Forecasting and Outbreak Analytics. BA only ($100.000M). PPHF ($50.000M) is non-add — not included in Total.,S002,322,2026-03-20,YG,No,,,
CDC-000178,178,2024,HHS,CDC,CDC-Wide Activities and Program Support,Infectious Disease Rapid Response Reserve Fund,,,Congressional Justification,Request,sub_program_level,35,Discretionary,Active,No,,S002,343,2026-03-08,YG,No,,,
CDC-000179,179,2024,HHS,CDC,CDC-Wide Activities and Program Support,Preventive Health and Health Services Block Grant,,,Congressional Justification,Request,sub_program_level,160,PPHF,Active,No,,S002,343,2026-03-08,YG,No,,,
CDC-000180,180,2024,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,,,Congressional Justification,Request,sub_program_level,600,Discretionary,Active,No,,S002,343,2026-03-08,YG,No,,,
CDC-000181,181,2024,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support,,,Congressional Justification,Request,sub_program_level,143.57,Discretionary,Active,No,,S002,343,2026-03-08,YG,No,,,
CDC-000182,182,2024,HHS,CDC,CDC-Wide Activities and Program Support,Center for Forecasting and Outbreak Analytics,Center for Forecasting and Outbreak Analytics (BA),,Congressional Justification,Request,sub_program_2_level,100,Discretionary,Active,Subcomponent,,S002,343,2026-03-08,YG,No,,,
CDC-000183,183,2024,HHS,CDC,CDC-Wide Activities and Program Support,Center for Forecasting and Outbreak Analytics,Center for Forecasting and Outbreak Analytics (PPHF),,Congressional Justification,Request,sub_program_2_level,50,PPHF,Active,Non-add,,S002,343,2026-03-08,YG,No,,,
CDC-000184,184,2024,HHS,CDC,Vaccines for Children (VFC),,,,Congressional Justification,Request,program_level,6002,Mandatory,Active,No,From APT. Proposed law expanding eligible population to include CHIP children. | Under the oversight of the Immunization and Respiratory Diseases program. Mandatory funding — not included in discretionary CDC totals.,S002,35,2026-03-08,YG,No,,,
CDC-000185,185,2024,HHS,CDC,Vaccines for Children (VFC),,,,Congressional Justification,Request,program_level,6002,Total,Active,No,Total equals Mandatory amount ($6002.0M). Mandatory funding — not included in discretionary CDC totals.,S002,35,2026-03-19,YG,No,,,
CDC-000186,186,2024,HHS,CDC,Vaccines for Adults (VFA),,,,Congressional Justification,Request,program_level,1004,Mandatory,Proposed Law,No,Proposed Law. Requires new legislation to expand VFC to adults. | Under the oversight of the Immunization and Respiratory Diseases program. Mandatory funding — not included in discretionary CDC totals.,S002,35,2026-03-08,YG,No,,,
CDC-000187,187,2024,HHS,CDC,Vaccines for Adults (VFA),,,,Congressional Justification,Request,program_level,1004,Total,Proposed Law,No,Total equals Mandatory amount ($1004.0M). Mandatory funding — not included in discretionary CDC totals.,S002,35,2026-03-19,YG,No,,,
CDC-000188,188,2024,HHS,CDC,PHSSEF / Strengthening Biodefense,,,,Congressional Justification,Request,program_level,6100,Mandatory,Proposed Law,Non-add,Non-add. Proposed Law mandatory via PHSSEF. $6.1B of $20B HHS pandemic preparedness proposal allocated to CDC. Shown as non-add in BIB — not included in CDC program subtotal. Never enacted.,S002,35,2026-03-08,YG,No,,,
CDC-000189,189,2024,HHS,CDC,PHSSEF / Strengthening Biodefense,,,,Congressional Justification,Request,program_level,6100,Total,Proposed Law,Non-add,Total equals Mandatory amount ($6100.0M). Mandatory funding — not included in discretionary CDC totals. Non-add — not included in CDC program subtotal.,S002,35,2026-03-19,YG,No,,,
CDC-000190,190,2024,HHS,CDC,User Fees,,,,Congressional Justification,Request,program_level,2.226,User Fees,Active,No,User Fees. From CJ All-Purpose Table p.16. $2.226M — level across FY2024 and FY2025.,S002,16,2026-03-16,YG,No,,,
CDC-000191,191,2024,HHS,CDC,User Fees,,,,Congressional Justification,Request,program_level,2.226,Total,Active,No,User Fees. From CJ All-Purpose Table p.16. $2.226M — level across FY2024 and FY2025.,S002,16,2026-03-19,YG,No,,,
CDC-000192,192,2024,HHS,ATSDR,ATSDR,,,,Congressional Justification,Request,aggregate,86.02,Total,Active,No,"Total ATSDR Program Level (Discretionary only, Congressional Justification). $86.020M. No PPHF or PHS Eval component for ATSDR.",S002,35,2026-03-24,YG,No,,,
CDC-000193,193,2024,HHS,ATSDR,ATSDR,,,,Congressional Justification,Request,program_level,86.02,Discretionary,Active,No,From All-Purpose Table. Units in thousands.,S002,35,2026-03-08,YG,No,,,
CDC-000194,194,2024,HHS,ATSDR,ATSDR,,,,Congressional Justification,Request,program_level,86.02,Total,Active,No,From All-Purpose Table. Units in thousands.,S002,35,2026-03-08,YG,No,,,
CDC-000195,195,2024,HHS,CDC,CDC,,,,Congressional Justification,Request,aggregate,11631.616,Total,Active,No,"Total CDC Program Level (Congressional Justification). Sum of all CDC program account Totals excluding ATSDR (separate agency), VFC, VFA, WTC, PHSSEF, and User Fees. Includes EEOICPA mandatory. CDC programs: $11,580.853M + EEOICPA $50.763M = $11,631.616M.",S002,35,2026-03-23,YG,No,,,
CDC-000196,196,2024,HHS,CDC,Immunization and Respiratory Diseases,,,,Budget in Brief,Request,program_level,751,Discretionary,Active,No,"Discretionary BA only. Calculated: Total ($1,256M) minus PPHF ($505M) = $751M.",S001,39,2026-03-19,YG,No,,,
